TargetName	disease2B_scan | 006 | neg	normal4_scan | 017 | Geometric Segment	normal2B_scan | 008 | neg	normal3_scan | 002 | PanCK	disease3_scan | 009 | Geometric Segment	disease4_scan | 001 | PanCK	normal2B_scan | 020 | Geometric Segment	disease4_scan | 004 | PanCK	disease4_scan | 010 | Geometric Segment	disease3_scan | 003 | neg	disease1B_scan | 008 | neg	disease3_scan | 031 | Geometric Segment	normal3_scan | 021 | Geometric Segment	normal3_scan | 007 | Geometric Segment	normal4_scan | 004 | PanCK	disease3_scan | 030 | Geometric Segment	normal2B_scan | 013 | Geometric Segment	normal3_scan | 029 | Geometric Segment	normal3_scan | 025 | Geometric Segment	disease3_scan | 023 | Geometric Segment	disease3_scan | 007 | Geometric Segment	normal3_scan | 036 | Geometric Segment	normal3_scan | 020 | Geometric Segment	disease3_scan | 036 | Geometric Segment	disease2B_scan | 007 | neg	normal2B_scan | 012 | PanCK	normal3_scan | 011 | Geometric Segment	disease2B_scan | 010 | PanCK	disease3_scan | 025 | Geometric Segment	normal2B_scan | 021 | Geometric Segment	normal3_scan | 053 | Geometric Segment	disease3_scan | 012 | Geometric Segment	normal3_scan | 010 | Geometric Segment	normal3_scan | 044 | Geometric Segment	disease3_scan | 001 | neg	normal2B_scan | 011 | PanCK	disease2B_scan | 022 | Geometric Segment	disease3_scan | 001 | PanCK	normal3_scan | 024 | Geometric Segment	normal3_scan | 001 | PanCK	disease3_scan | 053 | Geometric Segment	disease3_scan | 027 | Geometric Segment	disease3_scan | 008 | Geometric Segment	normal3_scan | 018 | Geometric Segment	normal3_scan | 006 | neg	disease1B_scan | 015 | Geometric Segment	disease4_scan | 002 | PanCK	disease3_scan | 041 | Geometric Segment	disease1B_scan | 016 | Geometric Segment	disease4_scan | 008 | Geometric Segment	normal3_scan | 049 | Geometric Segment	disease3_scan | 004 | neg	normal3_scan | 014 | Geometric Segment	normal4_scan | 005 | PanCK	normal4_scan | 011 | Geometric Segment	disease2B_scan | 006 | PanCK	disease3_scan | 037 | Geometric Segment	disease3_scan | 051 | Geometric Segment	disease2B_scan | 020 | Geometric Segment	disease4_scan | 018 | Geometric Segment	disease4_scan | 003 | neg	normal3_scan | 034 | Geometric Segment	disease3_scan | 049 | Geometric Segment	disease1B_scan | 019 | Geometric Segment	normal3_scan | 040 | Geometric Segment	normal2B_scan | 019 | Geometric Segment	normal3_scan | 052 | Geometric Segment	disease1B_scan | 010 | PanCK	normal2B_scan | 017 | Geometric Segment	disease4_scan | 004 | neg
CLPSL1	9	3	21	11	17	11	11	6	8	51	8	17	16	14	12	15	8	7	8	17	28	8	15	5	11	5	7	4	15	2	9	8	14	5	64	11	7	46	10	10	19	17	9	11	15	6	10	8	1	22	14	64	8	5	5	2	16	24	6	5	58	12	15	2	8	7	7	16	7	36
C7orf33	4	3	13	4	15	6	8	8	7	31	9	4	10	8	10	14	4	8	7	9	16	4	9	9	11	10	6	2	7	4	3	10	3	4	56	4	3	27	5	7	12	11	16	9	19	3	9	1	2	14	8	46	5	11	4	1	14	10	6	6	39	7	10	1	5	5	5	9	8	31
IFI44L	6	6	15	5	14	6	4	11	14	39	11	9	43	23	11	21	7	16	25	16	24	11	22	15	6	4	32	5	14	2	21	12	11	21	62	6	3	37	13	7	21	22	17	28	27	1	7	5	5	22	30	93	23	14	1	1	8	29	10	4	37	15	13	1	11	5	12	11	11	40
PHACTR3	3	6	17	8	13	7	3	10	12	33	10	10	15	11	11	18	8	4	20	11	22	5	12	9	5	5	15	3	11	1	5	17	4	7	57	3	1	29	6	13	9	10	13	7	15	1	6	3	2	16	9	57	6	9	6	3	11	15	6	5	40	14	11	1	2	7	4	7	6	27
ESAM	13	13	32	10	55	7	34	21	20	65	16	62	73	49	10	62	41	20	34	54	98	45	37	31	9	10	36	4	48	13	42	37	40	45	71	8	28	29	36	12	51	62	41	46	44	6	19	23	11	60	41	85	52	12	30	4	56	51	27	18	76	29	43	3	19	43	38	15	38	59
ADAM32	6	3	10	2	10	3	9	7	12	29	8	10	13	11	11	8	4	8	6	8	9	9	9	6	5	3	10	4	5	2	6	11	5	4	33	4	5	20	16	8	9	10	10	8	12	3	6	5	1	20	7	34	5	8	5	2	5	11	5	8	35	5	8	2	6	5	5	10	3	35
DHRS1	50	57	178	68	127	142	80	108	159	885	192	112	110	85	243	183	106	56	83	154	349	95	60	131	63	129	62	51	133	42	47	126	46	77	1223	83	29	554	49	146	146	167	159	86	290	13	168	54	23	182	100	1024	57	192	97	21	160	130	35	50	852	96	123	15	77	76	33	191	81	448
TIMP1	19	52	117	6	100	41	166	20	99	94	31	84	76	67	14	142	151	14	56	79	129	30	46	98	20	30	35	10	95	93	35	109	42	28	127	29	49	52	36	9	106	114	142	55	21	20	27	31	10	181	36	226	47	19	55	2	85	93	85	119	447	23	103	3	21	261	29	53	243	269
ZNF425	8	2	11	4	11	8	7	7	7	40	7	18	8	10	13	12	10	7	8	9	22	2	8	10	3	6	7	6	7	2	3	14	17	8	51	5	3	25	4	11	6	11	8	2	13	2	8	3	1	20	11	62	7	14	11	2	20	19	8	4	33	2	12	1	3	5	4	15	7	49
CDK11A	16	14	52	32	31	25	20	15	33	99	20	43	41	42	26	44	30	13	30	38	47	30	26	23	33	20	23	16	32	12	22	31	26	26	101	21	13	67	16	50	37	34	41	39	56	2	21	23	11	51	29	133	29	45	28	8	27	36	18	8	104	17	35	1	16	32	26	30	26	82
OR4D5	6	2	9	2	18	11	4	6	7	23	12	10	14	7	8	9	8	10	9	10	14	5	3	10	6	2	4	3	6	3	6	8	7	4	35	6	3	19	6	6	7	10	10	7	8	3	6	7	1	13	3	38	4	9	2	2	8	9	3	3	31	4	10	11	6	8	8	3	3	35
HCRTR2	2	2	11	2	7	7	4	8	7	17	8	7	5	6	6	13	3	4	10	9	18	4	6	8	4	1	6	1	12	2	5	3	6	8	38	3	2	24	5	9	8	11	7	11	16	3	13	5	1	17	3	42	4	6	1	2	15	11	1	4	38	8	5	1	4	7	4	8	6	28
ACCS	6	2	12	8	15	3	12	8	9	20	10	4	11	11	11	9	9	4	5	4	10	7	12	6	4	5	6	3	8	2	7	5	12	4	34	3	3	27	7	9	6	8	2	4	15	2	6	6	1	8	11	31	2	8	8	2	6	12	4	3	28	4	4	2	3	7	3	8	6	29
PER1	9	6	27	17	14	9	4	12	7	24	24	14	34	32	64	25	14	8	22	15	35	18	34	22	4	7	15	22	26	4	16	24	15	8	62	8	5	33	20	44	15	23	25	23	39	5	14	4	9	28	18	73	22	19	16	6	20	17	12	6	58	22	15	1	13	10	16	23	14	40
CLEC1A	3	1	16	6	12	9	2	3	10	32	9	11	13	12	9	17	8	4	8	16	25	4	7	3	8	7	16	2	16	6	9	15	9	7	48	6	3	17	10	13	7	12	15	7	19	2	3	11	2	27	17	32	8	8	10	1	8	7	7	5	31	6	10	2	11	5	3	8	9	33
SYMPK	8	3	27	16	18	29	15	19	18	35	20	17	28	17	22	21	13	5	18	22	25	5	13	12	7	21	14	10	21	8	16	18	17	11	56	20	5	51	14	27	11	19	17	17	35	3	13	4	5	32	23	81	13	32	13	3	18	26	7	8	93	11	13	1	8	24	11	20	14	55
FAM237B	2	1	9	2	7	8	2	8	13	29	8	7	9	6	8	11	1	6	7	7	12	7	16	5	5	4	3	5	8	3	3	8	5	3	55	5	3	22	4	7	8	5	9	5	17	1	8	4	1	17	3	37	6	7	7	4	14	7	2	3	29	8	6	1	3	6	1	3	5	26
TAF1C	9	10	9	4	10	4	9	12	21	37	11	7	15	11	12	17	6	3	8	15	13	7	5	10	10	7	8	1	12	1	5	8	7	10	45	9	2	25	12	14	9	7	17	7	15	1	11	6	1	13	16	52	6	16	12	1	12	13	6	4	33	9	9	1	6	7	4	7	5	35
EXOC4	19	8	45	25	24	19	10	20	19	80	22	20	30	22	29	22	26	3	14	25	34	19	32	17	21	18	26	18	20	4	16	21	25	18	88	18	6	66	20	37	18	22	33	24	52	2	20	13	2	42	21	85	14	39	23	7	24	25	16	13	82	14	26	2	13	19	12	25	23	48
NHLRC1	3	4	17	2	18	8	6	5	8	28	8	5	13	10	17	14	4	8	13	7	18	5	11	12	11	10	7	4	4	2	10	7	6	7	44	4	4	37	6	12	11	10	13	13	17	8	10	5	1	18	8	51	4	15	7	1	12	18	2	7	45	6	11	1	2	5	8	11	1	30
FASTKD3	16	1	21	11	13	7	8	6	11	33	11	16	13	18	18	18	9	7	8	11	21	9	5	8	6	6	8	2	8	4	8	7	11	11	36	6	6	20	6	10	12	7	15	11	22	1	11	2	1	18	7	49	7	10	5	4	11	7	3	1	55	8	6	1	3	5	5	10	8	47
DGKB	7	4	19	12	15	7	7	5	14	44	20	12	20	12	8	13	5	8	6	15	13	8	9	7	10	3	9	2	8	3	9	9	11	10	63	5	5	26	12	13	9	9	11	14	18	1	13	4	1	26	7	50	1	11	3	1	12	16	6	3	61	12	4	1	8	6	1	9	8	46
NFKBID	13	4	12	5	8	6	6	8	13	30	9	4	11	5	10	13	8	3	10	7	15	4	11	2	11	3	4	1	13	1	7	7	7	6	47	2	2	13	4	6	11	4	9	6	11	2	8	6	1	9	10	50	7	10	9	1	7	15	4	3	40	3	13	1	5	7	2	9	8	42
ELMOD1	5	1	14	3	4	2	2	5	9	16	15	2	9	4	7	7	7	2	5	5	10	4	4	4	4	7	2	4	8	1	1	4	3	3	22	2	4	16	4	4	4	2	11	2	13	1	6	3	1	13	5	28	6	6	3	1	5	7	5	3	27	9	6	2	1	8	2	7	6	19
POU2AF1	5	1	17	1	10	4	2	4	5	32	6	8	14	7	6	11	4	1	4	7	14	7	9	8	6	2	2	1	10	4	6	5	7	6	44	5	1	21	6	7	5	12	10	8	12	1	6	1	2	13	11	42	3	15	5	1	6	4	2	3	35	5	7	1	5	5	3	12	6	26
SYN1	8	6	17	5	18	15	8	8	12	28	13	13	20	11	12	8	13	5	9	12	25	8	14	13	7	7	6	3	5	6	10	12	9	5	53	9	2	37	5	8	7	11	18	11	13	3	11	3	4	20	16	52	9	14	11	1	13	15	9	6	59	4	9	1	10	19	13	19	11	39
GALR2	1	2	15	5	13	11	6	3	13	43	11	8	11	9	12	15	3	4	6	11	16	10	10	7	3	3	8	3	6	3	9	6	10	10	45	1	6	24	4	4	8	12	14	5	15	1	10	6	1	16	7	42	5	12	3	1	9	12	2	2	32	6	11	1	6	4	4	6	9	31
MTMR14	13	5	27	15	10	13	10	6	15	61	15	18	21	25	17	26	10	12	12	18	36	11	15	16	12	17	18	7	12	3	6	13	14	7	65	5	4	26	8	33	21	20	24	12	21	2	15	7	2	30	14	75	5	25	10	8	18	16	11	6	53	11	24	1	9	11	6	13	17	43
MS4A4A	10	4	13	7	11	10	5	3	10	33	9	11	13	5	6	15	10	6	9	9	16	6	7	6	4	5	4	5	7	2	6	11	9	4	48	8	3	22	4	2	11	9	11	5	8	1	8	2	5	17	7	45	7	8	4	5	6	10	4	5	31	3	6	1	4	12	2	12	7	44
DEFB127	8	2	10	10	11	8	6	7	9	26	14	5	8	11	8	12	6	5	9	7	16	6	7	12	3	4	14	5	4	1	2	3	6	11	45	4	7	24	12	9	9	9	8	4	12	1	7	3	3	14	7	49	5	8	5	2	4	8	3	5	37	8	5	1	6	11	2	11	5	33
TAF1L	6	4	13	2	12	7	1	4	6	21	9	8	9	4	7	15	2	9	6	7	13	3	12	5	6	5	4	3	6	3	11	8	12	2	38	4	3	20	4	10	9	15	13	6	11	1	6	5	3	13	9	43	2	8	3	1	13	5	2	6	40	6	5	1	4	3	3	12	5	29
MRPL15	15	5	40	18	19	27	10	17	14	38	13	6	16	12	25	13	12	9	4	6	26	9	13	10	9	23	9	11	12	5	9	7	8	9	54	20	7	33	15	30	17	12	12	6	35	2	25	1	1	21	16	73	10	23	10	3	5	13	3	7	62	15	6	1	6	15	9	9	12	43
NELL1	1	1	5	7	7	7	6	4	8	27	10	25	12	12	10	33	10	7	4	9	42	9	6	14	8	7	5	3	21	1	8	9	5	9	40	5	4	25	6	13	11	19	17	8	45	2	5	4	6	29	6	30	5	8	2	1	21	16	3	6	32	11	38	1	5	4	2	9	6	24
KIAA1324L	9	8	16	7	7	4	7	7	4	37	11	9	13	20	12	14	8	5	15	14	17	8	8	11	7	13	11	4	4	1	8	7	10	13	54	5	6	24	10	10	5	16	15	13	22	1	8	2	1	18	12	49	6	8	8	4	13	5	7	2	41	6	4	3	4	12	8	12	13	35
MRPS21	24	8	48	15	15	14	15	18	13	56	19	19	28	28	41	30	30	13	17	19	35	14	18	15	22	38	12	16	19	13	14	20	22	21	79	36	8	42	18	43	22	19	27	20	74	9	15	7	6	29	30	90	21	41	21	10	19	13	11	8	93	8	14	2	9	38	10	22	24	38
PTPN6	8	4	21	10	14	16	9	11	10	50	13	20	13	16	14	24	8	2	9	25	28	10	14	14	8	14	7	5	11	8	7	9	11	10	64	10	4	49	5	14	16	22	27	16	23	1	13	4	4	20	10	53	6	24	10	7	24	15	7	5	57	8	11	1	4	10	10	16	14	37
MARCHF6	30	14	58	32	23	37	31	24	14	87	49	25	31	37	40	42	36	9	34	22	35	14	25	20	28	33	30	13	21	24	17	20	19	20	79	30	8	78	31	48	30	32	33	29	70	3	33	11	6	38	35	92	26	50	26	9	17	23	12	21	105	15	31	4	17	36	17	43	29	76
P2RY14	8	7	12	14	8	5	4	7	8	39	10	3	12	9	6	13	2	3	6	9	19	5	4	11	9	10	7	1	9	1	11	9	7	5	66	5	4	29	12	3	13	10	12	11	19	1	10	4	3	26	10	65	8	10	8	2	8	16	3	5	31	8	6	1	4	3	10	8	9	39
RNF175	3	1	16	4	11	4	6	7	9	27	14	4	8	9	9	11	5	3	6	7	12	4	1	6	9	4	4	1	9	1	8	9	8	4	51	2	2	31	10	5	10	9	5	9	15	1	4	3	1	14	7	44	9	6	10	1	5	14	8	3	35	5	9	1	1	8	9	6	5	25
ATL1	14	5	21	9	11	7	5	13	16	31	14	6	16	12	13	25	9	14	15	8	16	9	11	10	10	14	10	5	15	3	9	12	10	5	74	12	4	35	8	20	12	8	10	16	30	3	8	7	1	20	12	68	12	15	7	3	6	14	4	7	57	9	13	1	9	21	6	13	4	54
MTMR6	10	4	22	5	18	9	9	4	19	38	8	15	22	16	10	21	8	5	16	5	22	8	14	12	13	4	14	2	14	3	5	10	14	9	44	6	7	22	12	15	23	12	22	11	32	1	5	6	1	25	13	55	15	13	8	3	8	19	1	7	45	10	13	1	9	8	6	11	10	43
OAZ2	10	17	33	19	26	22	27	20	17	53	18	27	40	40	30	37	20	13	23	18	46	14	36	17	10	23	23	13	19	11	32	28	15	26	66	12	8	41	20	39	30	19	25	18	37	2	18	12	4	29	28	73	26	26	42	6	24	27	9	16	59	23	35	1	17	30	14	26	38	62
ABRA	2	3	10	3	7	6	8	4	10	39	6	4	8	2	4	8	6	4	4	6	11	4	4	9	2	9	7	1	7	3	2	6	8	3	48	8	4	13	11	8	5	10	10	8	15	1	7	3	3	16	7	25	2	7	5	1	9	4	4	4	31	6	1	1	3	10	3	14	8	25
ERFL	3	2	18	6	9	6	6	4	7	34	10	9	10	11	3	12	9	7	7	8	12	3	4	1	3	2	7	3	7	2	5	8	1	7	40	2	3	21	7	14	9	8	8	6	18	1	6	3	2	12	9	36	1	2	4	1	10	13	1	5	40	5	6	1	2	6	3	6	1	27
PPEF1	3	5	18	5	4	3	2	5	8	16	9	5	11	8	12	11	4	3	8	7	10	6	12	7	6	7	7	1	3	4	4	2	4	4	37	3	2	12	3	7	7	10	2	5	16	1	3	2	2	9	6	30	4	8	4	3	3	11	4	1	33	6	7	1	2	5	1	6	5	23
MICALL1	6	7	20	9	11	14	10	15	7	45	17	9	16	17	15	24	7	11	6	11	25	11	17	9	11	6	3	5	14	2	13	15	11	13	55	4	5	42	9	11	9	13	21	6	22	3	8	9	5	19	12	57	9	18	5	3	10	6	3	6	46	6	8	1	4	7	7	14	6	42
TYMP	8	5	19	5	13	10	9	9	7	32	8	14	14	17	7	18	8	8	16	9	13	7	10	12	3	14	3	7	15	5	6	7	6	5	41	4	2	28	7	6	8	10	15	16	16	1	5	8	2	18	8	47	5	8	3	1	9	10	7	8	83	5	10	1	7	9	5	10	5	34
TRIM77	12	5	22	5	10	8	7	19	11	36	8	10	12	11	17	10	4	7	12	7	19	7	10	12	10	9	3	6	9	1	10	7	5	6	66	6	3	25	9	13	9	19	11	9	16	1	10	7	3	11	12	72	4	7	5	1	13	12	8	9	38	7	10	1	7	9	5	11	10	36
SNX21	7	3	17	5	15	9	6	9	6	36	9	11	12	10	9	10	7	6	9	8	21	8	10	1	6	9	11	2	9	5	8	7	16	6	41	6	5	33	7	11	11	10	8	10	23	1	8	3	5	7	6	54	22	14	7	4	8	13	5	7	43	10	11	1	5	7	5	14	6	33
CCHCR1	4	2	9	5	10	8	3	14	8	29	11	13	3	8	13	13	3	5	7	3	17	10	9	7	7	8	7	4	13	7	1	9	4	2	38	8	8	26	9	12	12	6	10	14	15	1	10	4	1	12	7	34	10	17	6	5	4	9	5	9	46	6	7	1	3	7	1	11	10	38
ZNF185	6	11	17	9	20	15	17	7	25	32	12	18	36	22	16	28	20	7	22	14	29	11	27	9	8	9	25	1	19	4	11	10	17	31	49	9	5	23	19	17	16	25	33	24	16	3	9	6	7	23	22	37	29	10	28	2	19	23	9	7	38	17	18	1	11	10	11	11	20	35
SUSD1	8	13	21	27	14	18	15	15	19	35	20	13	21	21	21	23	14	7	15	10	20	12	16	12	5	24	13	11	18	6	9	11	18	12	54	14	8	52	4	63	15	16	21	16	21	3	18	5	2	26	17	59	16	34	13	7	22	28	4	6	50	10	18	1	9	14	6	13	18	50
CAV2	4	2	13	11	9	12	3	9	5	25	5	3	10	16	9	10	8	3	11	8	15	4	9	9	14	10	6	4	12	2	4	5	2	2	33	4	7	16	8	11	5	11	9	4	9	1	4	4	1	15	9	34	8	15	6	5	9	6	3	4	38	4	11	1	2	6	5	7	4	33
FRA10AC1	17	10	30	13	14	6	18	7	19	46	17	20	33	23	27	30	21	12	16	16	25	18	20	9	15	25	12	5	12	10	10	10	20	20	50	24	10	41	10	31	22	12	16	15	28	3	11	8	2	21	21	50	17	18	10	1	17	16	5	6	58	7	13	2	4	30	14	20	33	40
OR8U1	5	4	16	2	8	8	8	12	2	39	10	4	13	13	8	13	5	6	12	11	20	6	8	7	4	5	4	3	2	3	7	7	6	7	43	6	2	25	6	6	4	12	4	8	9	1	6	5	1	13	2	54	6	11	2	1	7	12	7	6	37	7	7	1	3	2	6	8	11	35
BZW2	8	2	24	13	12	22	7	18	9	40	12	8	10	11	21	20	5	3	15	9	16	4	8	8	9	16	10	10	12	3	7	3	14	4	57	15	7	23	6	16	4	13	14	12	31	1	9	3	3	26	16	40	10	31	4	5	10	11	8	5	50	7	18	1	6	8	3	31	12	56
PROSER1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
VCX	12	3	12	11	16	9	5	5	14	43	5	7	12	15	13	16	3	9	10	12	10	12	13	9	9	7	6	3	14	5	3	9	8	4	61	4	6	21	4	12	7	10	8	10	24	2	12	6	1	27	8	54	8	6	8	2	9	13	5	2	40	8	10	1	7	9	5	9	4	41
ZNRD2	11	12	32	18	12	13	7	10	21	56	8	9	17	9	25	16	11	11	19	14	31	12	19	8	16	18	13	6	19	1	16	14	11	8	51	7	8	33	15	18	10	14	16	14	41	4	15	8	4	27	13	59	13	23	17	7	14	19	5	10	62	11	10	1	11	14	3	16	11	37
TDRD3	8	3	18	11	14	10	8	7	12	47	19	11	13	19	20	23	10	5	9	19	21	8	16	12	12	6	15	8	17	4	11	9	9	6	48	2	6	40	7	9	13	7	15	14	28	2	5	4	1	23	11	60	9	20	7	2	12	18	6	4	38	11	11	1	10	7	9	16	15	33
FAM53B	11	9	21	10	14	22	8	10	10	51	18	17	19	16	17	16	17	5	21	8	24	8	17	9	9	14	11	9	13	6	13	13	8	7	50	9	6	34	7	12	16	16	27	14	30	3	22	6	2	25	22	49	6	11	11	3	12	24	16	7	63	5	16	1	8	11	5	22	14	50
FADS3	30	8	44	5	16	8	12	3	17	36	18	10	35	26	15	17	6	5	21	17	26	9	16	18	43	8	17	14	16	1	22	10	14	8	62	5	9	32	19	14	17	11	17	20	17	1	10	6	6	20	21	67	12	16	13	3	17	13	8	12	87	14	14	2	10	7	17	17	16	52
CHTF18	8	2	21	6	9	12	3	12	17	43	13	13	16	14	11	17	6	6	5	10	26	6	14	9	9	8	6	4	15	4	11	8	8	10	62	15	4	34	9	10	13	14	19	13	20	1	6	5	2	24	12	53	7	16	10	3	16	12	9	7	58	5	10	1	5	11	7	13	12	58
COA1	18	9	35	17	14	9	9	6	17	45	18	12	30	30	16	27	17	6	12	19	32	12	22	11	29	14	19	13	15	6	8	13	16	15	60	16	9	45	6	29	17	16	19	14	48	2	17	4	2	29	16	73	18	33	10	5	17	25	6	13	74	13	21	1	13	13	12	24	24	40
YTHDC1	31	12	55	28	24	29	25	33	18	71	42	21	47	29	70	28	30	14	24	28	50	21	31	18	20	42	20	32	28	17	22	32	24	25	83	38	15	64	22	44	25	26	32	26	63	4	39	9	3	36	31	106	19	45	31	14	36	26	21	9	97	17	23	4	12	32	20	59	25	46
FNBP1	22	18	25	14	27	18	18	9	15	62	15	32	46	37	36	44	24	17	29	30	51	22	34	21	22	17	34	6	32	10	15	28	27	22	78	9	7	37	17	23	37	26	33	27	26	3	12	13	3	37	26	94	23	16	24	7	35	43	14	13	61	14	29	4	15	19	21	17	24	49
OR1J2	9	5	10	4	9	5	1	12	9	36	14	7	12	13	9	13	7	3	7	9	17	10	7	9	10	5	7	5	5	4	7	8	4	9	57	3	1	16	8	15	10	9	12	8	15	3	10	4	1	12	10	43	7	9	9	2	5	9	8	3	36	9	10	1	5	8	4	15	3	30
CUBN	28	4	55	4	10	12	6	8	8	68	52	6	22	14	8	16	5	9	15	11	21	10	14	7	48	5	12	3	13	4	3	6	12	9	78	4	8	38	12	13	5	9	10	18	93	4	8	2	1	20	17	88	7	14	4	14	7	10	1	3	74	7	4	1	8	7	7	8	9	46
AIG1	11	11	38	20	9	15	9	19	9	59	23	7	22	11	16	17	11	7	10	13	20	10	20	11	21	11	10	10	12	7	7	10	17	15	77	11	6	38	15	27	17	12	14	12	37	3	16	7	4	27	12	64	14	22	11	1	10	14	8	10	58	5	15	1	4	16	6	10	11	58
GCNT1	3	4	14	7	5	10	7	9	6	30	7	6	11	9	10	12	4	6	6	11	15	3	8	8	5	4	9	4	9	1	5	11	6	4	51	3	5	26	6	9	4	12	10	10	16	1	10	4	1	14	8	46	9	12	7	1	12	9	3	4	38	6	11	1	3	6	3	8	9	32
OR4C16	14	5	22	8	5	12	5	9	8	40	13	8	7	10	12	14	3	6	5	6	13	7	10	8	5	7	6	3	10	1	6	5	9	6	42	3	5	19	6	10	12	8	17	10	14	1	9	2	1	19	9	41	7	11	1	1	9	7	9	8	49	8	12	1	5	10	4	13	4	40
TP53TG3B	8	7	17	17	15	12	7	10	19	119	20	24	31	18	21	28	7	6	9	14	36	16	19	22	5	5	15	4	25	3	9	16	23	10	97	7	1	35	12	34	21	19	22	21	21	3	11	17	2	31	20	102	18	22	12	1	20	23	8	11	58	8	17	1	3	7	8	8	7	57
ADAMTS5	5	6	14	7	9	7	4	7	12	32	11	12	22	12	4	17	5	8	11	8	22	8	16	11	4	7	11	1	11	7	7	10	14	7	55	8	6	32	5	14	10	15	12	14	15	1	5	5	1	13	10	44	15	9	8	1	7	17	8	10	43	5	12	1	7	4	7	7	6	29
IL10RA	17	6	25	7	20	12	6	6	14	57	13	15	13	13	21	27	8	4	9	12	19	10	13	23	6	5	18	1	24	2	6	14	7	5	63	4	3	35	13	8	26	18	22	13	28	1	9	7	4	21	17	85	8	8	8	2	17	16	6	6	60	6	15	2	3	7	6	12	8	48
ATG4C	6	2	22	5	11	12	9	8	12	41	13	5	7	14	13	12	11	5	15	8	20	9	12	6	14	9	6	6	9	2	9	8	8	6	39	8	3	29	10	14	11	9	11	13	15	1	5	6	3	15	12	44	9	10	14	2	12	16	3	2	43	3	12	1	5	10	3	17	12	28
AARSD1	9	4	31	14	16	11	7	7	14	48	16	6	22	15	19	17	8	6	13	10	22	20	19	14	15	13	15	5	13	6	11	11	9	7	73	6	7	41	6	18	14	12	16	17	39	2	11	9	3	29	16	57	16	25	10	1	20	24	6	4	64	14	14	1	5	10	11	18	11	42
ELP5	9	5	34	9	4	8	11	6	6	32	21	7	12	10	10	10	7	11	7	11	15	5	6	4	6	10	6	7	1	8	7	8	6	6	42	11	6	21	6	11	6	6	9	13	28	1	11	3	3	18	5	41	10	12	8	3	12	11	6	2	33	2	8	2	10	13	6	14	19	29
GOLGA6A	14	8	32	21	55	24	16	38	49	235	38	56	33	33	37	74	22	24	32	58	97	31	27	45	16	22	34	9	56	3	30	49	25	18	243	8	5	143	26	52	64	63	59	24	46	6	28	46	4	61	31	271	47	34	14	6	55	80	7	21	124	17	54	1	22	18	29	29	18	126
STK31	5	1	16	3	11	10	4	11	11	41	7	10	12	5	7	18	6	5	13	18	17	11	9	5	8	5	8	2	16	3	9	12	6	6	50	8	3	26	4	8	13	18	11	12	22	1	14	1	1	16	8	54	4	8	7	4	11	15	8	2	49	5	17	1	7	7	4	12	8	36
CCDC33	6	2	21	3	11	9	2	11	13	48	8	6	10	12	9	12	3	3	7	11	23	7	9	12	5	6	5	8	6	5	12	9	6	3	47	6	4	28	3	8	11	9	17	19	14	1	8	3	2	21	14	43	5	13	5	2	7	7	6	3	34	5	14	1	3	7	5	12	6	36
TRPV1	10	5	17	11	7	7	5	9	10	25	14	8	10	13	9	6	3	10	10	10	21	6	15	3	6	9	7	1	3	3	9	9	4	8	54	4	2	17	3	15	11	11	9	9	35	1	7	3	3	22	12	42	4	14	8	2	5	8	3	5	43	7	5	1	3	11	6	9	11	28
ACOXL	5	1	12	5	7	6	6	9	8	42	14	9	5	13	8	9	9	8	8	8	13	8	7	4	8	6	4	1	6	2	6	14	7	4	48	4	4	24	10	5	8	10	12	11	14	1	9	4	1	16	7	43	4	11	5	1	9	10	7	7	26	9	5	1	3	8	3	5	6	40
WWTR1	17	27	41	33	25	37	14	46	23	64	24	21	52	42	38	29	30	10	21	21	34	24	35	17	15	29	33	12	30	10	24	15	34	19	80	29	8	44	34	73	38	18	23	29	55	3	58	12	5	42	36	99	20	31	27	7	31	42	17	14	86	14	33	1	14	40	26	38	55	66
EIF2AK2	20	8	33	17	17	13	18	13	19	42	21	7	35	19	22	25	20	18	18	18	36	11	20	17	16	11	20	8	11	6	12	7	15	12	54	15	4	34	14	26	15	14	18	20	35	2	15	8	3	25	18	61	26	27	18	5	12	13	11	8	69	14	16	1	12	15	13	21	22	45
FBXL5	37	20	61	35	34	33	25	13	29	64	24	31	56	51	35	36	38	20	40	34	60	24	42	32	36	26	40	12	29	18	25	27	31	27	86	24	11	58	35	58	30	25	46	40	68	2	22	9	5	41	40	93	43	44	35	11	24	45	17	10	125	19	31	1	14	30	28	24	46	67
NDUFA10	16	5	52	28	15	42	12	20	17	61	24	19	34	31	44	15	14	8	22	20	40	17	25	19	22	41	26	18	14	6	18	14	12	28	103	25	11	74	20	57	10	24	18	24	103	2	37	5	5	30	23	98	30	49	18	11	20	24	18	6	78	11	16	1	14	18	13	19	16	46
RANBP3L	6	6	24	6	6	10	7	4	13	31	15	8	11	12	14	12	7	10	4	14	17	8	5	9	8	6	5	2	10	5	7	6	5	10	52	6	7	23	7	9	8	12	10	11	45	1	3	4	1	21	12	49	9	12	9	3	13	19	8	6	51	5	6	1	6	6	2	14	12	40
